Item Id,Item URI,Title,Subject,Description,Dublin Core:Creator,Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Contributor,Dublin Core:Rights,Relation,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type,Dublin Core:Identifier,Dublin Core:Coverage,Item Type Metadata:Text,Item Type Metadata:Transcription,Item Type Metadata:Local URL,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:From,Item Type Metadata:To,Item Type Metadata:Number of Attachments,Item Type Metadata:URL,Item Type Metadata:Birth Date,Item Type Metadata:Birthplace,Item Type Metadata:Death Date,Item Type Metadata:Biographical Text,Item Type Metadata:Bibliography,Item Type Metadata:Journal Entry,Item Type Metadata:Footnotes,Item Type Metadata:Location,PDF Text:Text,tags,file,itemType,collection,public,featured
22470,https://georgeeliotarchive.org/items/show/22470,"Graves, Miss",Character Name,Teacher.,,Daniel Deronda,,,,,"Graves, Miss",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22466,https://georgeeliotarchive.org/items/show/22466,"Grandcourt, Mr. Henleigh Mallinger",Character Name,"Sir Hugo Mallinger's nephew and presumptive heir; a cold, selfish, immovable man, who has worn out all gratifications except that of bending others to his will. ""Grandcourt could hardly have been more unlike all her imaginary portraits of him. He was slightly taller than herself, and their eyes seemed to be on a level; there was not the faintest smile on his face as he looked at her, not a trace of self-consciousness or anxiety in his bearing ; when he raised his hat he showed an extensive baldness surrounded with a mere fringe of reddishblond hair, but he also showed a perfect hand; the line of feature from brow to chin undisguised by beard was decidedly handsome, with only moderate departures from the perpendicular, and the slight whisker, too, was per pendicular. It was not possible for a human aspect to be freer from grimace or solicitous wrigglings; also it was perhaps not possible for a breathing man wide awake to look less animated. . . . His complexion had a faded fairness resembling that of an actress when bare of the artificial white and red; his long narrow grey eyes expressed nothing but indifference."" Although possessed of large estates, he has spent so freely on his pleasures that he feels some need of ready money. Some years before, he had run away with the beautiful and dashing Mrs. Glasher and his passion for her had been the strongest of which he was capable, although it had not induced him to marry her when her husband's death finally left her free. He comes to Diplow with some idea of courting the rich Miss Arrowpoint, but is attracted by Gwendolen Harleth's beauty and independence, and, led on by the fact that she holds him off and even goes away to escape his attentions, makes up his mind to marry her. For a while he feels as much liking for her as his worn-out nature permits, but her attitude toward Deronda, innocent though it is, arouses his jealousy and he determines to break her spirit and bend her to his idea of what his wife should be, heedless of the hatred which this arouses in her. He is drowned in the Mediterranean, on a boating trip which he had forced her into taking, and leaves a will which gives his estates to his illegitimate son by Mrs. Glasher and a mere pittance to Gwendolen.",,Daniel Deronda,,,,,"Grandcourt, Mr. Henleigh Mallinger",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22465,https://georgeeliotarchive.org/items/show/22465,"Grandcourt, Henleigh Mallinger",Character Name,Sir Hugo Mallinger's younger brother who married Miss Grandcourt and took her name along with her estates.,,Daniel Deronda,,,,,"Grandcourt, Henleigh Mallinger",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22464,https://georgeeliotarchive.org/items/show/22464,"Grandcourt, Miss",Character Name,Maiden name of Grandcourt's mother; an heiress whose husband took her name.,,Daniel Deronda,,,,,"Grandcourt, Miss",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22444,https://georgeeliotarchive.org/items/show/22444,"Gogoff, Mr. and Mrs.",Character Name,Guests of Grandcourt.,,Daniel Deronda,,,,,"Gogoff, Mr. and Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22436,https://georgeeliotarchive.org/items/show/22436,"Glasher, Lydia",Character Name,"The beautiful woman, who, nine years before the opening of the story, left her husband and child for Grandcourt. ""An impressive woman, whom many would turn to look at again in passing ; her figure was slim and sufficiently tall, her face rather emaciated, so that its sculpturesque beauty was the more pronounced, her crisp hair perfectly black, and her large, anxious eyes also what we call black. Her dress was soberly correct, her age perhaps physically more advanced than the number of years would imply, but hardly less than seven-and-thirty. An uneasy-looking woman.""  For years after their elopement, Grandcourt remained much attached to her, though his passion eventually burned itself out. Embittered by Grandcourt's failure to marry her, she centres all her feeling on an anxious love for her four children and an intense desire that Grandcourt shall marry her for their sake. When she learns from Mr. Lusk that Grandcourt is courting Gwendolen Harleth, she arranges a meeting with Gwendolen, tells her story, and obtains Gwendolen's promise not to marry Grandcourt. When she learns that in spite of this promise Gwendolen has accepted Grandcourt, she determines to do as much as she can, without harming her children's prospects, to spoil any satisfaction that Gwendolen may feel in the marriage, and on the wedding day sends to her Grandcourt's family diamonds with a bitter note which throws the bride into hysterics.",,Daniel Deronda,,,,,"Glasher, Lydia",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22435,https://georgeeliotarchive.org/items/show/22435,"Glasher, Henleigh",Character Name,"The handsome little son of Mrs. Glasher and Grandcourt, who becomes his father's heir, and is to take his name, when Grandcourt dies.",,Daniel Deronda,,,,,"Glasher, Henleigh",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22434,https://georgeeliotarchive.org/items/show/22434,"Glasher, Antonia, and Josephine",Character Name,"Two of the pretty little daughters of Mrs. Glasher and Grandcourt. ""Three little girls… dark-eyed, delicate-featured brunettes with a rich bloom on their cheeks, their little nostrils and eyebrows singularly finished as if they were tiny women.""",,Daniel Deronda,,,,,"Glasher, Antonia, and Josephine",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22433,https://georgeeliotarchive.org/items/show/22433,"Glasher, Colonel",Character Name,Lydia's husband who she forsook for Mr. Grandcourt.,,Daniel Deronda,,,,,"Glasher, Colonel",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22429,https://georgeeliotarchive.org/items/show/22429,"Girdle, Mrs.",Character Name,Wife of the miller at Pennicote.,,Daniel Deronda,,,,,"Girdle, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22407,https://georgeeliotarchive.org/items/show/22407,"Gaskin, Captain",Character Name,Mr. Gascoigne's name before he took orders and changed it to Gascoigne.,,Daniel Deronda,,,,,"Gaskin, Captain",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22406,https://georgeeliotarchive.org/items/show/22406,"Gascoigne, Warham",Character Name,"The rector's son, who goes to India.",,Daniel Deronda,,,,,"Gascoigne, Warham",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22405,https://georgeeliotarchive.org/items/show/22405,"Gascoigne, Rex",Character Name,"Eldest son of Mr. and Mrs. Gascoigne; the pride of the family. ""He was a fine open-hearted youth, with a handsome face strongly resembling his father's and Anna's, but softer in expression than the one, and larger in scale than the other: a bright, healthy, loving nature, enjoying ordinary, innocent things so much that vice had no temptation for him, and what he knew of it lay too entirely in the outer courts and little-visited chambers of his mind for him to think of it with great repulsion. Vicious habits were with, him ' what some fellows did '—' stupid stuff ' which he liked to keep aloof fRomola"" While still a young student at Oxford he falls deeply in love with his cousin, Gwendolen Harleth, who rejects him, and he is long in recovering from the effects of his unsuccessful love affair. When financial reverses overtake his family he meets misfortune manfully, and makes every effort to help them. As he has never lost his fondness for Gwendolen, he is profoundly moved by the news of her husband's death.",,Daniel Deronda,,,,,"Gascoigne, Rex",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22404,https://georgeeliotarchive.org/items/show/22404,"Gascoigne, Mrs. Nancy",Character Name,"The rector's devoted wife; Mrs. Davilow's sister. ""Mrs. Gascoigne bore a family likeness to her sister. But she was darker and slighter, her face was unworn by grief, her movements were less languid, her expression more alert and critical as that of a rector's wife bound to exert a beneficent authority. Their closest resemblance lay in a non-resistant disposition, inclined to imitation and obedience . . . [she] believed herself the most enviable of wives, and her pliancy had ended in her some times taking shapes of surprising definiteness.""",,Daniel Deronda,,,,,"Gascoigne, Mrs. Nancy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22403,https://georgeeliotarchive.org/items/show/22403,"Gascoigne, Lotta",Character Name,The rector's little daughter.,,Daniel Deronda,,,,,"Gascoigne, Lotta",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22402,https://georgeeliotarchive.org/items/show/22402,"Gascoigne, Mr. Henry",Character Name,"Rector of Pennictoe; Mrs. Davilow's brother-in-law, a kindly, cheerful, and somewhat worldly man, who had once been in the army. ""He had some agreeable virtues, some striking advantages, and the failings that were imputed to him all leaned toward the side of success. ""One of his advantages was a fine person, which perhaps was even more impressive at fifty-seven than it had been earlier in life. There were no distinctively clerical lines in the face, no official reserve or ostentatious benignity of expression, no tricks of starchiness or of affected ease.... He had a native gift for administration, being tolerant both of opinions and conduct, because he felt himself able to overrule them, and was free from the irritations of conscious feebleness ... No clerical magistrate had greater weight at sessions, or less of mischievous impracticableness in relation to worldly affairs. Indeed, the worst imputation thrown out against him was worldliness: it could not be proved that he forsook the less fortunate, but it was not to be denied that the friendships he cultivated were of a kind likely to be useful to the father of six sons and two daughters."" Proud of her beauty and charm he is greatly interested in having his wife's niece, Gwendolen Harleth, make a suitable marriage. Notwithstanding his worldliness he meets financial losses with his usual cheerfulness and proceeds to make the necessary adjustments with great spirit.",,Daniel Deronda,,,,,"Gascoigne, Mr. Henry",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22401,https://georgeeliotarchive.org/items/show/22401,"Gascoigne, Edwy",Character Name,A younger son of the rector's.,,Daniel Deronda,,,,,"Gascoigne, Edwy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22400,https://georgeeliotarchive.org/items/show/22400,"Gascoigne, Anna",Character Name,"The rector's elder daughter, ""whose shy face was a tiny copy of his own."" She is devoted to her brother Rex, becomes attached to her beautiful cousin Gwendolen Harleth, and is very unhappy when Rex falls in love with Gwendolen and is refused.",,Daniel Deronda,,,,,"Gascoigne, Anna",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22381,https://georgeeliotarchive.org/items/show/22381,"Gadsby, Mrs.",Character Name,"A yeomanry captain's wife, a former kitchen maid, fond of hunting.",,Daniel Deronda,,,,,"Gadsby, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22364,https://georgeeliotarchive.org/items/show/22364,"French, Mrs.",Character Name,Sir Hugo Mallinger's housekeeper.,,Daniel Deronda,,,,,"French, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22358,https://georgeeliotarchive.org/items/show/22358,"Fraser, Mr.",Character Name,"Daniel Deronda's tutor, ""an able young Scotchman who acted as Sir Hugo Mallinger's secretary.""",,Daniel Deronda,,,,,"Fraser, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22326,https://georgeeliotarchive.org/items/show/22326,"Fitzadam, Mr. and Mrs.",Character Name,Guests of the Mallingers at the Abbey.,,Daniel Deronda,,,,,"Fitzadam, Mr. and Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22301,https://georgeeliotarchive.org/items/show/22301,"Fenn, Juliet",Character Name,"Mr. Fenn's daughter who wins a gold arrow at the Brackenshaw Archery Club. ""Juliet Fenn, a girl as middling as midday market in everything but her archery and plainness, in which last she was noticeably like her father: underhung and with receding brow resembling that of the more intelligent fishes.""",,Daniel Deronda,,,,,"Fenn, Juliet",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22300,https://georgeeliotarchive.org/items/show/22300,"Fenn, Mr.",Character Name,Member of Parliament for West Orchards; a guest of the Mallingers.,,Daniel Deronda,,,,,"Fenn, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22188,https://georgeeliotarchive.org/items/show/22188,"Deronda, Daniel",Character Name,"The Jewish hero of the story; Sir Hugo Mallinger's ward, a handsome and gifted young man who passes as Sir Hugo's nephew but is mistakenly believed by many to be his son. ""Rowing in his dark-blue shirt and skull-cap, his curls closely clipped, his mouth beset with abundant soft waves of beard, he bore only disguised traces of the seraphic boy 'trailing clouds of glory'... Look at his hands... they are long, flexible, firmly grasping hands, such as Titian has painted in a picture where he wanted to show the combination of refinement with force. And there is something of a likeness, too, between the faces belonging to the hands--in both the uniform pale-brown skin, the perpendicular brow, the calmly penetrating eyes."" ""His eyes had a peculiarity which has drawn many men into trouble; they were of a dark yet mild intensity, which seemed to express a special interest in every one on whom he fixed them, and might easily help to bring on him those claims which ardently sympathetic people are often creating in the minds of those who need help."" ""To say that Deronda was romantic would be to misrepresent him; but under his calm and somewhat self-repressed exterior there was a fervour which made him easily find poetry and romance among the events of every-day life."" As a child he had been brought to England by Sir Hugo and educated as one of his own family. He is sensitive about his ignorance of his parentage, though much attached to Sir Hugo whom he believes to be his father, and his equivocal position makes him restless and unsettled. At the opening of the story he sees Gwendolen Harleth gambling at Leubronn, and his disapproval disturbs her then and influences her later, when, after her return to England, she marries Grandcourt, Sir Hugo's nephew, and she and Deronda are thus thrown together in the same social circle. While rowing on the Thames Deronda saves Mirah Cohen, a beautiful Jewess who is attempting suicide, finding a refuge for her with his friends the Meyricks and continuing to watch over her. In his efforts to trace Mirah's lost brother, Ezra, he forms a strong friendship with Mordecai Cohen, becomes interested in Jewish questions through him, and eventually discovers that Mordecai is Mirah's brother Ezra and falls in love with Mirah. Meanwhile he feels a different kind of interest in Gwendolen who, in the unhappiness of her marriage, appeals to him for advice and guidance. When his acquaintance with Mordecai and Mirah has thoroughly aroused his interest in the Jews, he is summoned to Genoa to meet his hitherto unknown mother, the Princess Halm-Eberstein, learns from her that he is a Jew, and rejoices in the information. While he is still at Genoa, Grandcourt is drowned in the Mediterranean, and Deronda supports Gwendolen in her remorse and despair, and later she turns to him as her one source of help. On his return to England he devotes himself to work for the Jews, marries Mirah, and with her goes to Palestine to try to realize Mordecai's dream of a revival of Jewish nationalism. According to Sir Leslie Stephen, Edmund Gurney (1847-1888) may have been, in sorne respects at least, the original of Daniel Deronda. Deronda's personal appearance was taken from the Christ in Titian's picture, the ""Tribute Money"", which haunted George Eliot for years after she had seen it in the Dresden gallery. (See Stephen, George Eliot, p. 191 ; Acton, Historical Essays, p. 299.)",,Daniel Deronda,,,,,"Deronda, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22167,https://georgeeliotarchive.org/items/show/22167,"Davilow, Isabel",Character Name,"Mrs. Davilow's youngest daughter, ""a plain and altogether inconvenient child with an alarming memory.""",,Daniel Deronda,,,,,"Davilow, Isabel",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22166,https://georgeeliotarchive.org/items/show/22166,"Davilow, Mrs. Fanny",Character Name,"Gwendolen Harleth's mother, whose beauty is worn by the troubles of her two unfortunate marriages and ""whose motherly tenderness clung cchiefly to her eldest girl"", Gwendolen.",,Daniel Deronda,,,,,"Davilow, Mrs. Fanny",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22165,https://georgeeliotarchive.org/items/show/22165,"Davilow, Fanny",Character Name,"Daughter of Mrs. Davilow, given to whispering with her sister, Bertha.",,Daniel Deronda,,,,,"Davilow, Fanny",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22164,https://georgeeliotarchive.org/items/show/22164,"Davilow, Bertha",Character Name,One of Mrs. Davilow's uninteresting daughters; a girl fond of whispering and tittering.,,Daniel Deronda,,,,,"Davilow, Bertha",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22163,https://georgeeliotarchive.org/items/show/22163,"Davilow, Alice",Character Name,"Gwendolen Harleth's oldest half-sister; an uninteresting girl of fifteen, with high shoulders.",,Daniel Deronda,,,,,"Davilow, Alic",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22162,https://georgeeliotarchive.org/items/show/22162,"Davilow,  Captain",Character Name,"Gwendolen Harleth's step-father who, before his death, ""joined his family only in a brief and fitful manner enough to reconcile them to his long absences.""",,Daniel Deronda,,,,,"Davilow, Captain",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22151,https://georgeeliotarchive.org/items/show/22151,"Dagge, Joel",Character Name,A blacksmith's son who sets Rex Gascoigne's injured shoulder.,,Daniel Deronda,,,,,"Dagge, Joel",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22104,https://georgeeliotarchive.org/items/show/22104,"Cragstone, Lady",Character Name,A gambler.,,Daniel Deronda,,,,,"Cragstone, Lady",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22094,https://georgeeliotarchive.org/items/show/22094,"Count, The",Character Name,The man who pursues Mirah with dishonourable intentions and is the cause of her flight from her father.,,Daniel Deronda,,,,,"Count, The",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22073,https://georgeeliotarchive.org/items/show/22073,"Cohen, Sara",Character Name,Mother of Mirah and Mordecai.,,Daniel Deronda,,,,,"Cohen, Sara",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22072,https://georgeeliotarchive.org/items/show/22072,"Cohen, Mirah",Character Name,"The pretty little Jewess whom Daniel Deronda rescues from suicide and later marries. ""Imagine her with her dark hair brushed from her temples, but yet showing certain tiny rings there which had cunningly found their own way back, the mass of it hanging behind just to the nape of the little neck in curly fibres, such as renew themselves at their own will after being bathed into straightness like that of water-grasses. Then see the perfect cameo her profile maeks, cut in a duskish shell where by some happy fortune there pierced a gem-like darkness for the eye and eyebrow; the delicate nostrils defined enough to be ready for sensitive movements, the finished ear, the firm curves of the chin and neck entering into the expression of a refinement which was not feebleness."" When she was a young child her father, an actor, had taken her away from her mother and brother, and for many years they led a Bohemian life distasteful to Mirah, who was strongly attached to the Jewish faith. In order to escape the dishonourable attentions of a man seconded by her father, she runs away from her father and comes to London to seek her mother and brother. Unsuccessful in her search, worn out and penniliess, she attempts to drown herself in the Thames, but is rescued by Daniel Deronda, and taken to Mrs. Meyrick. Here her voice, which has been carefully trained, supports her, and when her brother Ezra, or Mordecai, is found she cares for him tenderly until his death. Shortly before Mordecai's death she and Daniel Deronda are married.",,Daniel Deronda,,,,,"Cohen, Mirah",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22071,https://georgeeliotarchive.org/items/show/22071,"Cohen, Jacob Alexander",Character Name,"Ezra's six-year-old son, to whom Mordecai is devoted; a precocious child, with a keen eye for a bargain.",,Daniel Deronda,,,,,"Cohen, Jacob Alexander",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22070,https://georgeeliotarchive.org/items/show/22070,"Cohen, Ezra Mordecai",Character Name,"Mirah's brother and Daniel Deronda's friend and mentor, a consumptive idealistic Hebrew who dreams of a renewed national existence for his race. ""A man in threadbare clothing, whose age was difficult to guess--from the dead yellowish flatness of the flesh, something like an old ivory carving... precisely such a physiognomy as that might possibly have been seen in a prophet of the Exile, or in some New Hebrew poet of the medieval time. It was a finely typical Jewish face, wrought into intensity of expression apparently by a strenuous eager experience in which all the satisfaction had been indirect and far off, and perhaps by some bodily suffering also, which involved that absence of ease in the present. The feature were clear-cut, not large; the brow not high, but broad, and fully defined by the crisp black hair. It might never have been a particularly handsome face, but it must always have been forcible."" ""A man steeped in poverty and obscurity, weakened by disease, consciously within the shadow of advancing death, but living an intense life in an invisible past and future, careless of his personal lot, except for its possibly making some obstruction to a conceived good which he would never share except as a brief inward vision--a day afar off, whose sun would never warm him, but into which he threw his sou's desire, with a passion often wanting to the personal motives of healthy youth."" His whole life is wrapped up in his belief in the regeneration of a great Jewish nationality in Palestine if only the right leader of the race can be found. As a young man he had started east to work in Palestine, when he was recalled because his mother needed his help after her husband had deserted her. The need of caring for his mother and the consumption which he develops from exposure make him give up the idea of his own leadership, and when Daniel Deronda meets him he is living in semi-poverty as a watch mender in the Cohen pawnshop and an off-hour attendant in Mr. Ram's book shop, constantly hoping to find the leader on whom his mantle can descend. He sees in Deronda this destined leader, introduces Deronda to the Philosphers' Club at the ""Hand and Banner"", and rouses his keen interest both in the Jewish race and in the thought that he may be a Jew himself. Throught Deronda's instrumentality, his relationship to Mirah is discovered, and after Deronda and Mirah are married he dies happy in the belief that they will realize his dream. The original of Mordecai was a Jewish journeyman watchmaker, name Cohn, or Kohn, who was president of a philosophical club in Red Lion Square, which G. H. Lewes frequented in his youth, and which he describes in the Fortnightly Review, vol. 4, p. 386. To the personal characteristics of this Cohn, as Lewes described him, George Eliot added the belief in a renewed Jewish nationality, which she is said to have taken from a Moldavian Jew possessed of the same idea whom she met in Munich. (See Dictionary of National Biography, article Lewes; Acton, Historical Essays, p. 300.)",,Daniel Deronda,,,,,"Cohen, Ezra Mordecai",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22069,https://georgeeliotarchive.org/items/show/22069,"Cohen, Ezra",Character Name,"A pawnbroker, proud of his vocation. ""If an amiable self-satisfaction is the mark of earthly bliss, Solomon in all his glory was a pitiable mortal compared with Mr. Cohen--clearly one of those persons who, being in excellent spirits about themselves, are willing to cheer strangers by letting them know it... Deronda, not in a cheerful mood, was rahsly pronouncing this Ezra Cohen to be the most unpoetic Jew he had ever met with in books or life; his phraseology was as little as possible like that of the Old Testament; and no shadow of a Suffering Race distinguished his vulgarity of soul from that of a prosperous pink-and-white huckster of the purest English lineage."" Daniel Deronda at first mistakes him for Mirah's brother, Ezra, for whome he is searching, and so introduces himself to the Cohen family. He and his family are kind-hearted, commonplace Jews, who care for Mordecai (the other Ezra Cohen) in his illness and poverty.",,Daniel Deronda,,,,,"Cohen, Ezra",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22068,https://georgeeliotarchive.org/items/show/22068,"Cohen, Eugenie Esther",Character Name,"The Cohen baby; ""a black-eyed little one, its head already well covered with black curls.""",,Daniel Deronda,,,,,Cohen Eugenie Esther,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22067,https://georgeeliotarchive.org/items/show/22067,"Cohen, Adelaide Rebekah",Character Name,The Cohen's black-eyed little daughter.,,Daniel Deronda,,,,,"Cohen, Adelaide Rebekah",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22066,https://georgeeliotarchive.org/items/show/22066,"Cohen, Mrs. Addy",Character Name,"Ezra's wife. ""A black-eyed young woman… a sort of paroquet in a bright blue dress, with coral necklace and ear-rings, her hair set up in a huge bush--looked as complacently lively and unrefined as her husband.""",,Daniel Deronda,,,,,"Cohen, Mrs. Addy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22065,https://georgeeliotarchive.org/items/show/22065,"Cohen, Mrs.",Character Name,"The pawnbroker's good-humoured mother. ""Not that there was anything very repulsive about her: the worst that could be said was that she had that look of having made her toilet with little water, and by twilight, which is common to unyouthful people of her class, and of having presumably slept in her large ear-rings, if not in her rings and necklace.""",,Daniel Deronda,,,,,"Cohen, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22058,https://georgeeliotarchive.org/items/show/22058,"Clintock, Mr.",Character Name,"The archdeacon's classical son, who admires Gwendolen Harleth.",,Daniel Deronda,,,,,"Clintock, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22048,https://georgeeliotarchive.org/items/show/22048,"Clementina, Lady",Character Name,Lady Pentreath's daughter.,,Daniel Deronda,,,,,"Clementina, Lady",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22017,https://georgeeliotarchive.org/items/show/22017,"Charisi, Ephraim",Character Name,"Daniel Deronda's father, who made it a labour of his life to devote himself to his wife, the prima donna.",,Daniel Deronda,,,,,"Charis, Ephraim",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22016,https://georgeeliotarchive.org/items/show/22016,"Charisi, Daniel",Character Name,"Daniel Deronda's grandfather; a learned Jew with an iron will, and a heart set on Judaism, who had greatly desired a grandson to carry on his work and had forced his daughter to marry her cousin.",,Daniel Deronda,,,,,"Charisi, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21974,https://georgeeliotarchive.org/items/show/21974,"Camaralzaman, Prince",Character Name,Nickname given to Deronda by the Meyricks.,,Daniel Deronda,,,,,"Camaralzaman, Prince",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21940,https://georgeeliotarchive.org/items/show/21940,"Bult, Mr.",Character Name,"A political man who aspires to marry Miss Arrowpoint, the heiress. ""The expectant peer, Mr. Bult, an esteemed party man, who, rather neutral in his private life, had strong opinions concerning the districts of the Niger… was studious of his Parliamentary and itinerant speeches, and had the general solidity and suffusive pinkness of a healthy Briton on the central table-land of life.""",,Daniel Deronda,,,,,"Bult, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21896,https://georgeeliotarchive.org/items/show/21896,"Brendall, Harry",Character Name,"A relative of the Arrowpoints', who would have the property if Catherine were disinherited.",,Daniel Deronda,,,,,"Brendall, Harry",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21884,https://georgeeliotarchive.org/items/show/21884,"Brackenshaw, Lady Beatrice and Lady Maria",Character Name,Lord and Lady Brackenshaw's young daughters.,,Daniel Deronda,,,,,"Brackenshaw, Lady Beatrice and Lady Maria",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21883,https://georgeeliotarchive.org/items/show/21883,"Brackenshaw, Lord",Character Name,"Mrs. Davilow's kind landlord and Mr. Gascoigne's friend, a ""middle-aged peer of aristocratic seediness in stained pink, with easy-going manners which would have made the threatened deluge seem of no consequence.""",,Daniel Deronda,,,,,"Brackenshaw, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21882,https://georgeeliotarchive.org/items/show/21882,"Brackenshaw, Lady",Character Name,Lord Brackenshaw's gracious wife.,,Daniel Deronda,,,,,"Brackenshaw, Lady",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21853,https://georgeeliotarchive.org/items/show/21853,"Blough, Lord",Character Name,An acquaintance of Mr. Vandernoodt's.,,Daniel Deronda,,,,,"Blough, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21755,https://georgeeliotarchive.org/items/show/21755,"Banks, Mrs.",Character Name,The bailiff's wife.,,Daniel Deronda,,,,,"Banks, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23806,https://georgeeliotarchive.org/items/show/23806,Yarico,Pet Name,Grandcourt's black horse.,,Daniel Deronda,,,,,Yarico,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
