"Item Id","Item URI","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:Number of Attachments","Item Type Metadata:URL","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Journal Entry","Item Type Metadata:Footnotes","Item Type Metadata:Location","PDF Text:Text",tags,file,itemType,collection,public,featured
30834,https://georgeeliotarchive.org/items/show/30834,"Fellowes^^ Mr.","Character Name","Rector and magistrate^^ a man with a persuasive tongue. ""A man of imposing appearance^^ with a mellifluous voice and the readiest of tongues. Mr. Fellowes once obtained a living by the persuasive charms of his conversation^^ and the fluency with which he interpreted the opinions of an obese and stammering baronet^^ so as to give that elderly gentleman a very pleasing perception of his own wisdom. Mr. Fellowes is a very successful man^^ and has the highest character everywhere except in his own parish^^ where^^ doubtless because his parishioners happen to be quarrelsome people^^ he is always at fierce feud with a farmer or two^^ a colliery proprietor^^ a grocer who was once churchwarden^^ and a tailor who formerly officiated as clerk."" In the lists of originals made in Nuneaton after the publication of the Scenes of Clerical Life^^ the original of Mr. Fellowes was given as the Rev. Henry Bellairs (1790-1872)^^ rector of Bedworth 1830-64.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Fellowes^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22299,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30833,https://georgeeliotarchive.org/items/show/30833,"Fitchett^^ Mr.","Character Name","An inmate of the Shepperton workhouse who had once been a footman in the Oldinport family. An old verger named Baker was said to have been the original of Mr. Fitchett (See Olcott^^ George Eliot^^ pp.15^^ 23.)",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Fitchett^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22324,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30832,https://georgeeliotarchive.org/items/show/30832,"Fudge^^ Master","Character Name","Poll's small son^^ ""most inveterate in ill-behavior during service time.""",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Fudge^^ Master",,,Text,https://georgeeliotarchive.org/items/show/22341,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30831,https://georgeeliotarchive.org/items/show/30831,"Fudge^^ Poll","Character Name","An insubordinate inmate of Shepperton workhouse. ""Poll Fudge--known to the magistracy of her county as Mary Higgins--a one-eyed woman^^ with a scarred and seamy face^^ the mosts notorious rebel in the workhouse^^ said to have once thrown her broth over the master's coat-tails.""",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Fudge^^ Poll",,,Text,https://georgeeliotarchive.org/items/show/22342,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30830,https://georgeeliotarchive.org/items/show/30830,"Furness^^ Mr.","Character Name","Curate; ""a tall young man^^ with blond hair and whiskers."" His prototype was the Rev. W. S. Bucknill^^ vicar of Burton-Hastings^^ near Nuneaton^^ 1844-73).",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Furness^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22376,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30829,https://georgeeliotarchive.org/items/show/30829,"Gibbs^^ Miss Janet","Character Name","Mrs. Patten's niece^^ ""a single lady of fifty^^ hwo has refused the most ineligible offers out of devotion to her aged aunt."" Nuneaton lists give her prototype variously as Miss Ibbetson^^ or Mrs. George Morris.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Gibbs^^ Miss Janet",,,Text,https://georgeeliotarchive.org/items/show/22421,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30828,https://georgeeliotarchive.org/items/show/30828,"Hackit^^ Mr.","Character Name","Churchwarden at Shepperton; a farmer^^ ""a shrewd substantial man^^ whose advice about crops is always worth listening to^^ and who is too well-off to want to borrow money."" Some suggestions for the character of Mr. Hackit were taken from the personality of George Eliot's father^^ Robert Evans (See Blind^^ George Eliot^^ p. 13; Deakin^^ Early Life of George Eliot^^ p.126).",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Hackit^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22509,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30827,https://georgeeliotarchive.org/items/show/30827,"Hackit^^ Mrs.","Character Name","A sharp-tongued^^ very kind-hearted and benevolent woman with the courage of her opinions. ""Mrs. Hackit declines cream; she has so long abstained from it with an eye to the weekly buttermoney^^ that abstinence^^ wedded to habit^^ has begotten aversion. She is a thin woman with a chronic liver-complaint^^ which would have secured her Mr. Pilgrim's entire regard and unreserved good word^^ even if he had not been in awe of her tongue^^ which was as sharp as his own lancet. She has brought her knitting—no frivolous fancy knitting^^ but a substantial woollen stocking; the click-click of her knitting-needles is the running accompaniment to all her conversation^^ and in her utmost enjoyment of spoiling a friend's self-satisfaction^^ she was never known to spoil a stocking."" Although^^ in her blunt way^^ she tells Mr. Barton of her disapproval when he allows the Countess to quarter herself on him^^ she is a true friend to him and his family and a great help to him and Milly in their time of trouble. She is present at Milly's death. The original of Mrs. Hackit was Mrs. Robert Evans^^ George Eliot's mother. Mrs. Evans was an intimate friend of Mrs. Emma Gwyther (""Milly Barton"") and the picture of Mrs. Hackit's relation to Milly Barton is true except in the detail of her being with Milly during Milly's last illness^^ as Mrs. Evans ("" Mrs. Hackit "") died a few months before Mrs. Gwyther (""Milly""). (See Blind^^ George Eliot^^ p. 14; Cooke^^ George Eliot^^ p. 5^^ 281 ; Deakin^^ Early Life of George Eliot^^ p. 126.)",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Hackit^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22510,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30826,https://georgeeliotarchive.org/items/show/30826,"Jackson^^ Miss","Character Name","Mrs. Barton's maiden aunt^^ who had withdrawn herself and her income from the Barton home after a slight ""tiff"" with Amos.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Jackson^^ Miss",,,Text,https://georgeeliotarchive.org/items/show/22623,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30825,https://georgeeliotarchive.org/items/show/30825,"Johns^^ Rev. Mr.","Character Name","Of Gun Street Chapel. Possibly William Johns (1771-1845)^^ a Unitarian minister^^ author and teacher. He taught in Manchester for thirty years.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Johns^^ Rev. Mr.",,,Text,https://georgeeliotarchive.org/items/show/22653,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30824,https://georgeeliotarchive.org/items/show/30824,"Landor^^ Mrs.","Character Name","Wife of the Milby attorney.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Landor^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22730,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30823,https://georgeeliotarchive.org/items/show/30823,"Organist^^ Shepperton","Character Name","Original: Richard Stratton.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Organist^^ Shepperton",,,Text,https://georgeeliotarchive.org/items/show/23099,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30822,https://georgeeliotarchive.org/items/show/30822,"Parry^^ Mr.","Character Name","Amos Barton's predecessor at Shepperton; a popular preacher.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Parry^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/23138,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30821,https://georgeeliotarchive.org/items/show/30821,"Phipps^^ Miss","Character Name","The unattractive daughter of the Milby banker. Perhaps the same as the Miss Phipps in Janet's Repentance.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Phipps^^ Miss",,,Text,https://georgeeliotarchive.org/items/show/23173,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30820,https://georgeeliotarchive.org/items/show/30820,"Phipps^^ Mrs.","Character Name","The wife of the Milby banker.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Phipps^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/23177,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30819,https://georgeeliotarchive.org/items/show/30819,"Porter^^ Lady","Character Name","The lady in whose family the Countess Czerlaski had been a governess.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Porter^^ Lady",,,Text,https://georgeeliotarchive.org/items/show/23228,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30818,https://georgeeliotarchive.org/items/show/30818,"Pugh^^ Mr.","Character Name","The young curate of Whittlecombe who has ""neat^^ black whiskers^^ and a pale complexion.""",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Pugh^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/23263,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30817,https://georgeeliotarchive.org/items/show/30817,"Radborough^^ Dean of","Character Name","An acquaintance of the Countess Czerlaski's.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Radborough^^ Dean of",,,Text,https://georgeeliotarchive.org/items/show/23291,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30816,https://georgeeliotarchive.org/items/show/30816,"Short^^ Mrs.","Character Name","The landlady of Camp Villa. A Mrs. Fitchett is said to have been the original of Mrs. Short.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Short^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/23456,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30815,https://georgeeliotarchive.org/items/show/30815,"Spratt^^ Mr.","Character Name","Master of the Shepperton Workhouse. In the lists of originals prepared in Nuneaton after the publication of the Scenes of Clerical Life^^ a Mr. Hackett was given as the original of Mr. Spratt. (See Olcott^^ George Eliot^^ p. 14.)",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Spratt^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/23515,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30814,https://georgeeliotarchive.org/items/show/30814,"Tomms^^ Mr. Jacob","Character Name","A young tailor of Shepperton.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Tomms^^ Mr. Jacob",,,Text,https://georgeeliotarchive.org/items/show/23619,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30813,https://georgeeliotarchive.org/items/show/30813,"Tozer^^ Mr.","Character Name","An old gardener in Shepperton.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Tozer^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/23640,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30812,https://georgeeliotarchive.org/items/show/30812,"Woodcock^^ Mr.","Character Name","An admirer of the Countess Czerlaski.",,"<em>The Sad Fortunes of the Reverend Amos Barton</em>",,,,,"Woodcock^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/23792,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30811,https://georgeeliotarchive.org/items/show/30811,Beorl,"Character Name","The father of Ogg^^ the patron saint of St. Ogg's.",,"<em>The Mill on the Floss</em>",,,,,Beorl,,,Text,https://georgeeliotarchive.org/items/show/21819,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30810,https://georgeeliotarchive.org/items/show/30810,Dix,"Character Name","A miller whose dispute with Mr. Tulliver about a dam is settled by arbitration.",,"<em>The Mill on the Floss</em>",,,,,Dix,,,Text,https://georgeeliotarchive.org/items/show/22203,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30809,https://georgeeliotarchive.org/items/show/30809,"Fibb's End","Fictional Place","Fibb's End",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22307,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30808,https://georgeeliotarchive.org/items/show/30808,Gadsby,"Character Name","One of Mr. Riley's acquaintances.",,"<em>The Mill on the Floss</em>",,,,,Gadsby,,,Text,https://georgeeliotarchive.org/items/show/22380,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30807,https://georgeeliotarchive.org/items/show/30807,Garnett,"Character Name","An acquaintance of Mr. Tulliver's.",,"<em>The Mill on the Floss</em>",,,,,Garnett,,,Text,https://georgeeliotarchive.org/items/show/22387,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30806,https://georgeeliotarchive.org/items/show/30806,Gibson,"Character Name","A schoolmate of Tom Tulliver's.",,"<em>The Mill on the Floss</em>",,,,,Gibson,,,Text,https://georgeeliotarchive.org/items/show/22423,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30805,https://georgeeliotarchive.org/items/show/30805,Grattan,"Character Name","A lad who shot his mother by accident^^ and who is befriended by Dr. Kenn.",,"<em>The Mill on the Floss</em>",,,,,Grattan,,,Text,https://georgeeliotarchive.org/items/show/22469,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30804,https://georgeeliotarchive.org/items/show/30804,"Guest &amp; Co.","Fictional Place","A prosperous firm in St. Ogg's^^ owning ships and mills^^ with a banking concern attached. Lucy Deane's father is a member of the firm^^ and Tom Tulliver is employed there after his father's failure.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22498,,"Guest & Co.",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30803,https://georgeeliotarchive.org/items/show/30803,"Newcastle (Real)","Real Place","Newcastle (Real)^^Newcastle-upon-Tyne^^ the county town of Northumberland^^ situated about nine miles from the mouth of the Tyne.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23045,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30802,https://georgeeliotarchive.org/items/show/30802,"Scarborough (Real)","Real Place","Scarborough (Real)^^The place to which Lucy Deane goes with Stephen Guest's sisters. Scarborough is a popular coast resort in Yorkshire.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23437,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30801,https://georgeeliotarchive.org/items/show/30801,"York (Real)","Real Place","York (Real)^^The town to which Maggie Tulliver goes after she leaves Stephen Guest. The ancient walled city of York^^ capital of Yorkshir^^ is about 42 miles northwest of Gainsborough (the ""St. Ogg's"" where Maggie Tulliver lived.)",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23811,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30800,https://georgeeliotarchive.org/items/show/30800,"""Begone^^ Dull Care"" (Real)","Real Name","A popular song^^ the words of which were suggested by a sixteenth century song^^ while the music was derived from the ""Queen's Jig.""",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21806,,"""Begone^^ Dull Care"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30799,https://georgeeliotarchive.org/items/show/30799,"""Creation"" (Real)","Real Name","Lucy Deane and Stephen Guest sing several of the songs from the ""Creation"". An oratorio by Haydn (1732-1809).",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22114,,"""Creation"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30798,https://georgeeliotarchive.org/items/show/30798,"""Graceful Consort"" (Real)","Real Name","A song from ""The Creation"" which Lucy Deane and Stephen Guest sing. ""Graceful consort at they side^^"" a duet from ""The Creation"" by Haydn (1732-1809).",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22457,,"""Graceful Consort (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30797,https://georgeeliotarchive.org/items/show/30797,"""Hust^^ Ye Pretty Warbling Choir"" (Real)","Real Name","One of the tunes played by Uncle Pullett's musical snuffbox. An air from Handel's masque or pastoral opera^^ ""Acis and Galatea""^^ composed about 1720. The words of the greater part^^ including this song^^ are by John Gay.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22599,,"""Hush^^ Ye Pretty Warbling Choir"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30796,https://georgeeliotarchive.org/items/show/30796,"""Let Us Take The Road"" (Real)","Real Name","A song from the ""Beggar's Opera"" sung by Lucy Deane^^ Philip Wakem^^ and Stephen Guest.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22769,,"""Let Us Take The Road"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30795,https://georgeeliotarchive.org/items/show/30795,"""Love in Her Eyes Sits Playing"" (Real)","Real Name","A song which Philip Wakem sings for Maggie Tulliver. A song from Handel's Acis and Galatea; the words are by John Gay.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22837,,"Love in Her Eyes Sits Playing (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30794,https://georgeeliotarchive.org/items/show/30794,"""Maid of Artois"" (Real)","Real Name","Music which Stephen Guest brings to Lucy Dean. An opera by W. M. Balfe.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22882,,"""Maid of Artois"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30793,https://georgeeliotarchive.org/items/show/30793,"""Masaniello^^ Duet In"" (Real)","Real Name","Duet which Stephen Guest and Philip Wakem sing. ""Masaniello"" is the name given in England to D. F. E. Auber's opera ""La mette de Portici"".",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22921,,"""Masaniello^^ Duet In"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30792,https://georgeeliotarchive.org/items/show/30792,"Purcell's Songs (Real)","Real Name","Lucy Deane's favourites among the songs sung by Stephen Guest.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23273,,"Purcell's Songs (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30791,https://georgeeliotarchive.org/items/show/30791,"""Shall I^^ Wasting in Despair"" (Real)","Real Name","A song which Stephen Guest sings. The words were written by George Wither^^ 1617. The original setting^^ by a seventeenth century coposer is given in Chappell's Popular Music of the Olden Time.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23450,,"""Shall I^^ Wasting in Despair"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30790,https://georgeeliotarchive.org/items/show/30790,Basset,"Fictional Place","Basset^^Parish in which the Mosses live.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21781,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30789,https://georgeeliotarchive.org/items/show/30789,"Danish Street","Fictional Place","Danish Street^^Street in St. Ogg's where Mr. Hyndmarsh has his grocery.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22157,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30788,https://georgeeliotarchive.org/items/show/30788,"Dorlcote Mill","Fictional Place","Dorlcote Mill^^The ""Mill on the Floss"". ""And this is Dorlcote Mill . . . Even in this leafless time of departing February it is pleasant to look at—perhaps the chill damp season adds a charm to the trimly kept^^ comfortable dwelling-house^^ as old as the elms and chestnuts that shelter it from the northern blast. The stream is brimful now^^ and lies high in this little withy plantation^^ and half drowns the grassy fringe of the croft in front of the house."" It had been the property of the Tullivers for five generations^^ but Mr. Tulliver loses it as a result of his many law-suits. When it then passes into the hands of Lawyer Wakem^^ his enemy^^ Mr. Tulliver continues as manager. When it is purchased by Guest &amp; Co. some years after Mr. Tulliver's death^^ Tom Tulliver becomes its manager and it is from the Mill that Maggie rescues Tom in her row boat before both are drowned in the swollen Floss. A mill on the Trent (the ""Floss"") a short distance north of Gainsborough has been claimed as the original of Dorlcote Mill^^ but the description does not fit this^^ although it does fit^^ with considerable exactness^^ an old mill near George Eliot's childhood home at Griff. It is probably that she had this second mill in mind and moved it^^ in the novel^^ to the Trent^^ i.e. the ""Floss"". (See Olcott^^ George Eliot^^ pp. 76-7.) The description of some parts of the house^^ the attic^^ at least^^ was taken form George Eliot's childhood home^^ Griff House. (See Andrews^^ Bygone Warwickshire^^ p. 266).",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22221,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30787,https://georgeeliotarchive.org/items/show/30787,"Dunlow Common","Fictional Place","Dunlow Common^^The place where Maggie Tulliver hopes to find the gypsies when she runs away to them.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22246,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30786,https://georgeeliotarchive.org/items/show/30786,"Firniss's (Miss) Boarding School","Fictional Place","Firniss's (Miss) Boarding School^^The school at Laceham which Maggie Tulliver and her cousin Lucy attend.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22321,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30785,https://georgeeliotarchive.org/items/show/30785,Floss,"Fictional Place","Floss^^River at St. Ogg's near which Mr. Tulliver's mill is situated. "" A wide plain^^ where the broadening Floss hurries on
between its green banks to the sea^^ and the loving tide^^ rushing to meet it^^ checks its passage with an impetuous embrace. On this mighty tide the black ships--laden with the fresh-scented fir planks^^ with rounded sacks of oil-bearing seed^^ or with the dark glitter of coal-are borne along to the town of St. Ogg's^^ which shows its aged^^ fluted red roofs and the broad gables of its wharves between the low wooded hill and the river brink^^ tinging the water with a soft purple hue under the transient glance of this February sun... Just by the red-roofed town the tributary Ripple flows with a lively current into the Floss."" As children Tom and Maggie Tulliver play along the Ripple and Floss^^ and later Maggie^^ Lucy Deane^^ and Stephen Guest go boatmg on it. The trading ships that carry Tom's venture
in Laceham goods sail down the Floss^^ and when Stephen Guest and Maggie go away together they are rowing on the river. When the great flood in September endangers the mill^^ Maggie rescues Tom in her rowboat^^ and it is in the swollen Floss that the two are drowned. The original of the Floss is the River Trent^^ on which the town of Gainsborough (the original of ""St. Ogg's"") is situated. The Trent is particularly liable to flooding in that region^^ and various destructive floods of the kind described in the catastrophe of ""Mill on the Floss"" have occurred in the neighbourhood of Gainsborough. The worst of these was the flood of 1770^^ referred to in the strory as having taken place 60 years before that in which Tom and Maggie perish.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22337,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30784,https://georgeeliotarchive.org/items/show/30784,Garum,"Fictional Place","Garum^^The rich parish in which Mr. and Mrs. Pullet reside.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22398,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30783,https://georgeeliotarchive.org/items/show/30783,"Garum Firs","Fictional Place","Garum Firs^^The farm belonging to Mr. and Mrs. Pullet^^ where Tom and Maggie Tulliver and Lucy Deane visit^^ and where Maggie pushes Lucy into the pond. ""All the farmyard life was wonderful there--bantams^^ speckled and top-knotted; Friesland hens^^ with their feathers all turned the wrong way; guinea-fowls that flew and screamed and dropped their pretty-spotted feathers; pouter-pigeons and a tame magpie; nay^^ a goat^^ and a wonderful brindled dog^^ half mastiff^^ half bull-dog^^ as large as a lion. Then there were white railings and white gates all about^^ and glittering weathercocks of various design^^ and garden-walks paved with pebbles in beautiful patterns —nothing was quite
common at Garum Firs: and Tom thought that the unusual size of the toads there was simply due to the general unusualness which characterized uncle Pullet's possessions as a gentleman farmer. Toads who paid rent were naturally leaner. As for the house^^ it was not less remarkable: it had a receding centre^^ and two wings with battlemented turrets^^ and was covered with glittering white stucco.""",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22399,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30782,https://georgeeliotarchive.org/items/show/30782,"Kennel Yard^^ St. Ogg's","Fictional Place","Kennel Yard^^ St. Ogg's^^The place where one of Bob Jakin's friends who owns ferrets lives.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22677,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30781,https://georgeeliotarchive.org/items/show/30781,"King's Lorton","Fictional Place","King's Lorton^^The rural parish where Mr. Stelling is in charge when Tom Tulliver is sent to school to him.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22686,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30780,https://georgeeliotarchive.org/items/show/30780,Laceham,"Fictional Place","Laceham^^Town on the Floss^^ where Maggie Tulliver and her cousin Lucy are sent to boarding school^^ and where^^ later^^ Bob Jakin and Tom Tulliver get the lace goods with which they trade. The original of Laceham was Nottingham^^ noted for its lace manufacture.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22705,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30779,https://georgeeliotarchive.org/items/show/30779,Lindum,"Fictional Place","Lindum^^Town near St. Ogg's. The original of Lindum was Lincoln.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22782,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30778,https://georgeeliotarchive.org/items/show/30778,Luckreth,"Fictional Place","Luckreth^^A village on the River Floss^^ which maggie and Stephen pass when they leave St. Ogg's together. It has been suggested that the original of Luckreth was Stockwith^^ a village on the Trent (""Floss "")^^ about three and one-half miles north of Gainsborough (""St. Oggs ""). (See article by John F. Fraser in the Bookman (London)^^ vol. 9^^ p. 55.)",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22850,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
